Test name, Execution time, Result, Values
/20220315-MathProblems/STC_0305.smt2, 0.479345, SAT, x = -16 y = -8 z = 17 
/20220315-MathProblems/STC_0306.smt2, 0.220699, SAT, x = -67 y = 42 z = 61 
/20220315-MathProblems/STC_0307.smt2, 0.298060, SAT, x = -53 y = 40 z = 44 
/20220315-MathProblems/STC_0308.smt2, 0.560449, SAT, x = -3 y = -2 z = 7 
/20220315-MathProblems/STC_0309.smt2, 0.406121, SAT, x = -32 y = -26 z = 37 
/20220315-MathProblems/STC_0310.smt2, 1.198122, Not SAT
/20220315-MathProblems/STC_0311.smt2, 1.146639, Not SAT
/20220315-MathProblems/STC_0312.smt2, 1.189421, Not SAT
/20220315-MathProblems/STC_0313.smt2, 0.373054, SAT, x = -36 y = -28 z = 41 
/20220315-MathProblems/STC_0314.smt2, 0.210654, SAT, x = -64 y = -23 z = 65 
/20220315-MathProblems/STC_0315.smt2, 0.372952, SAT, x = -36 y = 16 z = 35 
/20220315-MathProblems/STC_0316.smt2, 0.264818, SAT, x = -56 y = -21 z = 57 
/20220315-MathProblems/STC_0317.smt2, 0.547612, SAT, x = -3 y = 1 z = 7 
/20220315-MathProblems/STC_0318.smt2, 1.156456, Not SAT
/20220315-MathProblems/STC_0319.smt2, 1.143917, Not SAT
/20220315-MathProblems/STC_0320.smt2, 1.226381, Not SAT
/20220315-MathProblems/STC_0321.smt2, 1.196759, Not SAT
/20220315-MathProblems/STC_0322.smt2, 0.572536, SAT, x = -7 y = -4 z = 9 
/20220315-MathProblems/STC_0323.smt2, 0.395665, SAT, x = -34 y = 19 z = 32 
/20220315-MathProblems/STC_0324.smt2, 0.379648, SAT, x = -33 y = 21 z = 30 
/20220315-MathProblems/STC_0325.smt2, 0.236372, SAT, x = -59 y = -41 z = 65 
/20220315-MathProblems/STC_0326.smt2, 0.440446, SAT, x = -23 y = -11 z = 24 
/20220315-MathProblems/STC_0327.smt2, 0.556866, SAT, x = -2 y = -2 z = 7 
/20220315-MathProblems/STC_0328.smt2, 1.159820, Not SAT
/20220315-MathProblems/STC_0329.smt2, 1.159655, Not SAT
/20220315-MathProblems/STC_0330.smt2, 0.514008, SAT, x = -10 y = -1 z = 11 
/20220315-MathProblems/STC_0331.smt2, 0.494643, SAT, x = -13 y = -6 z = 14 
/20220315-MathProblems/STC_0332.smt2, 0.379618, SAT, x = -34 y = -27 z = 39 
